episode,t,cart_pos,cart_vel,pole_angle,pole_ang_vel,action,reward,next_cart_pos,next_cart_vel,next_pole_angle,next_pole_ang_vel,terminated
0,92,0.2141094,0.3784391,0.020532746,-0.12558655,0,1.0,0.2216782,0.18302912,0.018021014,0.17350285,0
0,93,0.2216782,0.18302912,0.018021014,0.17350285,1,1.0,0.22533877,0.37788856,0.021491071,-0.11344098,0
0,94,0.22533877,0.37788856,0.021491071,-0.11344098,0,1.0,0.23289655,0.18246537,0.019222252,0.185944,0
0,95,0.23289655,0.18246537,0.019222252,0.185944,1,1.0,0.23654586,0.3773071,0.022941131,-0.100613594,0
0,96,0.23654586,0.3773071,0.022941131,-0.100613594,0,1.0,0.244092,0.18186401,0.02092886,0.199218,0
0,97,0.244092,0.18186401,0.02092886,0.199218,1,1.0,0.24772927,0.37668046,0.02491322,-0.08679005,0
0,98,0.24772927,0.37668046,0.02491322,-0.08679005,0,1.0,0.25526288,0.18121043,0.023177419,0.21364775,0
0,99,0.25526288,0.18121043,0.023177419,0.21364775,1,1.0,0.25888708,0.37599346,0.027450373,-0.0716348,0
0,100,0.25888708,0.37599346,0.027450373,-0.0716348,1,1.0,0.26640695,0.5707114,0.026017677,-0.35553217,0
0,101,0.26640695,0.5707114,0.026017677,-0.35553217,0,1.0,0.27782118,0.37522933,0.018907035,-0.054760043,0
0,102,0.27782118,0.37522933,0.018907035,-0.054760043,0,1.0,0.28532577,0.17984144,0.017811833,0.24382773,0
0,103,0.28532577,0.17984144,0.017811833,0.24382773,1,1.0,0.2889226,0.3747045,0.022688387,-0.04318411,0
0,104,0.2889226,0.3747045,0.022688387,-0.04318411,1,1.0,0.2964167,0.5694939,0.021824706,-0.32862318,0
0,105,0.2964167,0.5694939,0.021824706,-0.32862318,0,1.0,0.30780658,0.37406817,0.015252242,-0.029138416,0
0,106,0.30780658,0.37406817,0.015252242,-0.029138416,0,1.0,0.31528795,0.17873083,0.014669474,0.26831746,0
0,107,0.31528795,0.17873083,0.014669474,0.26831746,1,1.0,0.31886256,0.3736404,0.020035824,-0.019702747,0
0,108,0.31886256,0.3736404,0.020035824,-0.019702747,1,1.0,0.32633537,0.56846935,0.019641768,-0.3059974,0
0,109,0.32633537,0.56846935,0.019641768,-0.3059974,0,1.0,0.33770475,0.3730731,0.01352182,-0.007185244,0
0,110,0.33770475,0.3730731,0.01352182,-0.007185244,0,1.0,0.3451662,0.17775987,0.013378115,0.2897331,0
0,111,0.3451662,0.17775987,0.013378115,0.2897331,1,1.0,0.3487214,0.37268853,0.019172778,0.0012993525,0
0,112,0.3487214,0.37268853,0.019172778,0.0012993525,1,1.0,0.35617518,0.56753033,0.019198764,-0.2852732,0
0,113,0.35617518,0.56753033,0.019198764,-0.2852732,0,1.0,0.3675258,0.3721399,0.0134933,0.01340252,0
0,114,0.3675258,0.3721399,0.0134933,0.01340252,1,1.0,0.3749686,0.5670658,0.013761351,-0.27499276,0
0,115,0.3749686,0.5670658,0.013761351,-0.27499276,0,1.0,0.3863099,0.3717502,0.008261496,0.02199856,0
0,116,0.3863099,0.3717502,0.008261496,0.02199856,0,1.0,0.39374492,0.17651077,0.008701467,0.3172766,0
0,117,0.39374492,0.17651077,0.008701467,0.3172766,1,1.0,0.39727512,0.3715077,0.015046999,0.027350454,0
0,118,0.39727512,0.3715077,0.015046999,0.027350454,1,1.0,0.4047053,0.56641066,0.015594008,-0.26054725,0
0,119,0.4047053,0.56641066,0.015594008,-0.26054725,0,1.0,0.41603348,0.37106964,0.010383063,0.037013143,0
0,120,0.41603348,0.37106964,0.010383063,0.037013143,1,1.0,0.42345488,0.5660412,0.011123326,-0.2523758,0
0,121,0.42345488,0.5660412,0.011123326,-0.2523758,0,1.0,0.4347757,0.37076214,0.0060758097,0.043794755,0
0,122,0.4347757,0.37076214,0.0060758097,0.043794755,0,1.0,0.44219095,0.1755536,0.0069517046,0.33838844,0
0,123,0.44219095,0.1755536,0.0069517046,0.33838844,1,1.0,0.44570202,0.37057596,0.013719474,0.047905784,0
0,124,0.44570202,0.37057596,0.013719474,0.047905784,1,1.0,0.45311353,0.56549853,0.01467759,-0.24041715,0
0,125,0.45311353,0.56549853,0.01467759,-0.24041715,0,1.0,0.4644235,0.37017,0.009869247,0.056859117,0
0,126,0.4644235,0.37017,0.009869247,0.056859117,1,1.0,0.4718269,0.56514907,0.011006429,-0.23269372,0
0,127,0.4718269,0.56514907,0.011006429,-0.23269372,0,1.0,0.4831299,0.3698716,0.006352554,0.063440576,0
0,128,0.4831299,0.3698716,0.006352554,0.063440576,1,1.0,0.49052733,0.5649019,0.0076213656,-0.22723134,0
0,129,0.49052733,0.5649019,0.0076213656,-0.22723134,0,1.0,0.50182533,0.36967185,0.0030767391,0.06784587,0
0,130,0.50182533,0.36967185,0.0030767391,0.06784587,0,1.0,0.5092188,0.17450593,0.0044336566,0.36149794,0
0,131,0.5092188,0.17450593,0.0044336566,0.36149794,1,1.0,0.5127089,0.3695646,0.011663616,0.07021633,0
0,132,0.5127089,0.3695646,0.011663616,0.07021633,1,1.0,0.52010024,0.5645174,0.013067942,-0.21876396,0
0,133,0.52010024,0.5645174,0.013067942,-0.21876396,0,1.0,0.53139055,0.3692111,0.008692662,0.078012325,0
0,134,0.53139055,0.3692111,0.008692662,0.078012325,1,1.0,0.5387748,0.5642074,0.010252909,-0.21191542,0
0,135,0.5387748,0.5642074,0.010252909,-0.21191542,0,1.0,0.5500589,0.36894032,0.006014601,0.08398404,0
0,136,0.5500589,0.36894032,0.006014601,0.08398404,1,1.0,0.5574377,0.5639756,0.0076942816,-0.20679522,0
0,137,0.5574377,0.5639756,0.0076942816,-0.20679522,0,1.0,0.56871724,0.36874443,0.0035583773,0.0883049,0
0,138,0.56871724,0.36874443,0.0035583773,0.0883049,1,1.0,0.5760921,0.5638152,0.0053244755,-0.20325324,0
0,139,0.5760921,0.5638152,0.0053244755,-0.20325324,0,1.0,0.5873684,0.3686175,0.0012594106,0.091104545,0
0,140,0.5873684,0.3686175,0.0012594106,0.091104545,1,1.0,0.5947408,0.56372136,0.0030815015,-0.20118077,0
0,141,0.5947408,0.56372136,0.0030815015,-0.20118077,0,1.0,0.6060152,0.3685555,-0.00094211404,0.09247263,0
0,142,0.6060152,0.3685555,-0.00094211404,0.09247263,1,1.0,0.61338633,0.5636909,0.0009073385,-0.20050739,0
0,143,0.61338633,0.5636909,0.0009073385,-0.20050739,0,1.0,0.62466013,0.36855602,-0.0031028092,0.09246162,0
0,144,0.62466013,0.36855602,-0.0031028092,0.09246162,0,1.0,0.63203126,0.17347868,-0.0012535768,0.384164,0
0,145,0.63203126,0.17347868,-0.0012535768,0.384164,1,1.0,0.63550085,0.3686184,0.006429703,0.09108609,0
0,146,0.63550085,0.3686184,0.006429703,0.09108609,1,1.0,0.6428732,0.5636476,0.008251425,-0.19956134,0
0,147,0.6428732,0.5636476,0.008251425,-0.19956134,1,1.0,0.65414613,0.75865054,0.004260198,-0.48962995,0
0,148,0.65414613,0.75865054,0.004260198,-0.48962995,0,1.0,0.66931915,0.56346875,-0.005532401,-0.19560742,0
0,149,0.66931915,0.56346875,-0.005532401,-0.19560742,0,1.0,0.68058854,0.3684264,-0.00944455,0.09532515,0
0,150,0.68058854,0.3684264,-0.00944455,0.09532515,0,1.0,0.68795705,0.17344108,-0.0075380467,0.38501343,0
0,151,0.68795705,0.17344108,-0.0075380467,0.38501343,1,1.0,0.69142586,0.36866924,0.00016222194,0.089963354,0
0,152,0.69142586,0.36866924,0.00016222194,0.089963354,1,1.0,0.69879925,0.56378883,0.001961489,-0.20266838,0
0,153,0.69879925,0.56378883,0.001961489,-0.20266838,0,1.0,0.7100751,0.3686389,-0.0020918786,0.090632655,0
0,154,0.7100751,0.3686389,-0.0020918786,0.090632655,1,1.0,0.7174478,0.5637908,-0.00027922555,-0.20270953,0
0,155,0.7174478,0.5637908,-0.00027922555,-0.20270953,0,1.0,0.72872365,0.36867282,-0.004333416,0.0898853,0
0,156,0.72872365,0.36867282,-0.004333416,0.0898853,1,1.0,0.7360971,0.5638566,-0.00253571,-0.20416166,0
0,157,0.7360971,0.5638566,-0.00253571,-0.20416166,0,1.0,0.74737424,0.36877102,-0.006618943,0.0877203,0
0,158,0.74737424,0.36877102,-0.006618943,0.0877203,1,1.0,0.75474966,0.5639872,-0.004864537,-0.20704354,0
0,159,0.75474966,0.5639872,-0.004864537,-0.20704354,0,1.0,0.7660294,0.36893517,-0.009005408,0.08410091,0
0,160,0.7660294,0.36893517,-0.009005408,0.08410091,1,1.0,0.7734081,0.564185,-0.00732339,-0.21140958,0
0,161,0.7734081,0.564185,-0.00732339,-0.21140958,0,1.0,0.7846918,0.36916855,-0.011551581,0.078954235,0
0,162,0.7846918,0.36916855,-0.011551581,0.078954235,1,1.0,0.79207516,0.5644542,-0.009972497,-0.21735075,0
0,163,0.79207516,0.5644542,-0.009972497,-0.21735075,0,1.0,0.8033643,0.3694762,-0.014319512,0.07216982,0
0,164,0.8033643,0.3694762,-0.014319512,0.07216982,0,1.0,0.81075376,0.17456244,-0.012876116,0.3603007,0
0,165,0.81075376,0.17456244,-0.012876116,0.3603007,1,1.0,0.81424505,0.36986503,-0.005670102,0.06358562,0
0,166,0.81424505,0.36986503,-0.005670102,0.06358562,1,1.0,0.82164234,0.5650678,-0.0043983893,-0.23088086,0
0,167,0.82164234,0.5650678,-0.0043983893,-0.23088086,0,1.0,0.8329437,0.370009,-0.009016006,0.06041143,0
0,168,0.8329437,0.370009,-0.009016006,0.06041143,1,1.0,0.8403439,0.56525904,-0.0078077777,-0.23510242,0
0,169,0.8403439,0.56525904,-0.0078077777,-0.23510242,0,1.0,0.85164905,0.3702495,-0.012509827,0.055107504,0
0,170,0.85164905,0.3702495,-0.012509827,0.055107504,1,1.0,0.859054,0.5655486,-0.011407676,-0.24149597,0
0,171,0.859054,0.5655486,-0.011407676,-0.24149597,0,1.0,0.870365,0.37059143,-0.016237596,0.04756695,0
0,172,0.870365,0.37059143,-0.016237596,0.04756695,1,1.0,0.87777686,0.5659424,-0.015286257,-0.25019452,0
0,173,0.87777686,0.5659424,-0.015286257,-0.25019452,0,1.0,0.88909566,0.37104204,-0.020290148,0.03762787,0
0,174,0.88909566,0.37104204,-0.020290148,0.03762787,0,1.0,0.8965165,0.17621684,-0.01953759,0.32384062,0
0,175,0.8965165,0.17621684,-0.01953759,0.32384062,1,1.0,0.90004086,0.37161148,-0.013060777,0.02506094,0
0,176,0.90004086,0.37161148,-0.013060777,0.02506094,1,1.0,0.9074731,0.56691825,-0.012559558,-0.27171403,0
0,177,0.9074731,0.56691825,-0.012559558,-0.27171403,0,1.0,0.91881144,0.37197775,-0.01799384,0.016981255,0
0,178,0.91881144,0.37197775,-0.01799384,0.016981255,1,1.0,0.926251,0.56735307,-0.017654214,-0.28132418,0
0,179,0.926251,0.56735307,-0.017654214,-0.28132418,0,1.0,0.93759805,0.37248734,-0.023280697,0.005738799,0
0,180,0.93759805,0.37248734,-0.023280697,0.005738799,0,1.0,0.9450478,0.17770687,-0.02316592,0.29098642,0
0,181,0.9450478,0.17770687,-0.02316592,0.29098642,1,1.0,0.94860196,0.37315136,-0.017346192,-0.008911804,0
0,182,0.94860196,0.37315136,-0.017346192,-0.008911804,1,1.0,0.956065,0.56851774,-0.017524429,-0.3070168,0
0,183,0.956065,0.56851774,-0.017524429,-0.3070168,0,1.0,0.96743536,0.3736498,-0.023664765,-0.019911733,0
0,184,0.96743536,0.3736498,-0.023664765,-0.019911733,0,1.0,0.97490835,0.17887509,-0.024063,0.26521176,0
0,185,0.97490835,0.17887509,-0.024063,0.26521176,1,1.0,0.9784858,0.37433207,-0.018758764,-0.03496269,0
0,186,0.9784858,0.37433207,-0.018758764,-0.03496269,1,1.0,0.98597246,0.56971794,-0.019458018,-0.33350468,0
0,187,0.98597246,0.56971794,-0.019458018,-0.33350468,0,1.0,0.99736685,0.37487826,-0.026128111,-0.047020778,0
0,188,0.99736685,0.37487826,-0.026128111,-0.047020778,0,1.0,1.0048645,0.18014053,-0.027068527,0.23730534,0
0,189,1.0048645,0.18014053,-0.027068527,0.23730534,1,1.0,1.0084672,0.3756385,-0.02232242,-0.06379141,0
0,190,1.0084672,0.3756385,-0.02232242,-0.06379141,1,1.0,1.01598,0.5710733,-0.023598248,-0.36343277,0
0,191,1.01598,0.5710733,-0.023598248,-0.36343277,0,1.0,1.0274014,0.37629455,-0.030866904,-0.07828324,0
0,192,1.0274014,0.37629455,-0.030866904,-0.07828324,0,1.0,1.0349274,0.18162836,-0.03243257,0.20450349,0
0,193,1.0349274,0.18162836,-0.03243257,0.20450349,1,1.0,1.0385599,0.37719876,-0.028342498,-0.09823131,0
0,194,1.0385599,0.37719876,-0.028342498,-0.09823131,0,1.0,1.0461038,0.18249422,-0.030307125,0.1853766,0
0,195,1.0461038,0.18249422,-0.030307125,0.1853766,1,1.0,1.0497538,0.3780364,-0.026599593,-0.11671091,0
0,196,1.0497538,0.3780364,-0.026599593,-0.11671091,0,1.0,1.0573145,0.18330549,-0.028933812,0.1674628,0
0,197,1.0573145,0.18330549,-0.028933812,0.1674628,1,1.0,1.0609806,0.3788294,-0.025584556,-0.13420565,0
0,198,1.0609806,0.3788294,-0.025584556,-0.13420565,1,1.0,1.0685571,0.5743083,-0.028268669,-0.43484908,0
0,199,1.0685571,0.5743083,-0.028268669,-0.43484908,0,1.0,1.0800433,0.3795977,-0.03696565,-0.15120979,0
0,200,1.0800433,0.3795977,-0.03696565,-0.15120979,0,1.0,1.0876353,0.18502404,-0.039989848,0.1295859,0
0,201,1.0876353,0.18502404,-0.039989848,0.1295859,1,1.0,1.0913358,0.38069534,-0.03739813,-0.17544028,0
0,202,1.0913358,0.38069534,-0.03739813,-0.17544028,0,1.0,1.0989497,0.18612802,-0.040906932,0.10521415,0
0,203,1.0989497,0.18612802,-0.040906932,0.10521415,1,1.0,1.1026722,0.3818116,-0.03880265,-0.20008895,0
0,204,1.1026722,0.3818116,-0.03880265,-0.20008895,0,1.0,1.1103085,0.18726547,-0.04280443,0.080105454,0
0,205,1.1103085,0.18726547,-0.04280443,0.080105454,1,1.0,1.1140538,0.38297406,-0.04120232,-0.22576919,0
0,206,1.1140538,0.38297406,-0.04120232,-0.22576919,0,1.0,1.1217133,0.18846445,-0.045717705,0.053637557,0
0,207,1.1217133,0.18846445,-0.045717705,0.053637557,1,1.0,1.1254826,0.3842111,-0.044644956,-0.25311196,0
0,208,1.1254826,0.3842111,-0.044644956,-0.25311196,0,1.0,1.1331668,0.18975413,-0.049707193,0.025161615,0
0,209,1.1331668,0.18975413,-0.049707193,0.025161615,0,1.0,1.1369619,-0.0046210433,-0.049203962,0.30175635,0
0,210,1.1369619,-0.0046210433,-0.049203962,0.30175635,1,1.0,1.1368694,0.1911664,-0.04316883,-0.0060295127,0
0,211,1.1368694,0.1911664,-0.04316883,-0.0060295127,1,1.0,1.1406928,0.38688,-0.043289423,-0.31201413,0
0,212,1.1406928,0.38688,-0.043289423,-0.31201413,0,1.0,1.1484303,0.19240066,-0.049529705,-0.03329151,0
0,213,1.1484303,0.19240066,-0.049529705,-0.03329151,0,1.0,1.1522784,-0.0019773114,-0.050195538,0.24336211,0
0,214,1.1522784,-0.0019773114,-0.050195538,0.24336211,1,1.0,1.1522388,0.19382434,-0.045328293,-0.06472173,0
0,215,1.1522388,0.19382434,-0.045328293,-0.06472173,1,1.0,1.1561153,0.38956589,-0.04662273,-0.37135443,0
0,216,1.1561153,0.38956589,-0.04662273,-0.37135443,0,1.0,1.1639067,0.19513623,-0.054049816,-0.093728974,0
0,217,1.1639067,0.19513623,-0.054049816,-0.093728974,0,1.0,1.1678094,0.00082895864,-0.055924397,0.1814234,0
0,218,1.1678094,0.00082895864,-0.055924397,0.1814234,1,1.0,1.1678259,0.1967047,-0.05229593,-0.12836409,0
0,219,1.1678259,0.1967047,-0.05229593,-0.12836409,0,1.0,1.1717601,0.0023693985,-0.05486321,0.14737235,0
0,220,1.1717601,0.0023693985,-0.05486321,0.14737235,1,1.0,1.1718074,0.19823234,-0.051915765,-0.1621017,0
